,datetime_utc,meter,meter_percent_uncertainty,meter_sigma,whole_gas_kgh,fraction_methane,fraction_methane_sigma,methane_kgh,methane_kgh_sigma,data_qc
0,2022-11-22 15:55:00,NA,NA,NA,NA,NA,NA,NA,NA,2
1,2022-11-22 15:55:01,NA,NA,NA,NA,NA,NA,NA,NA,2
2,2022-11-22 15:55:02,NA,NA,NA,NA,NA,NA,NA,NA,2
3,2022-11-22 15:55:03,NA,NA,NA,NA,NA,NA,NA,NA,2
4,2022-11-22 15:55:04,NA,NA,NA,NA,NA,NA,NA,NA,2
5,2022-11-22 15:55:05,NA,NA,NA,NA,NA,NA,NA,NA,2
6,2022-11-22 15:55:06,NA,NA,NA,NA,NA,NA,NA,NA,2
7,2022-11-22 15:55:07,NA,NA,NA,NA,NA,NA,NA,NA,2
8,2022-11-22 15:55:08,NA,NA,NA,NA,NA,NA,NA,NA,2
9,2022-11-22 15:55:09,NA,NA,NA,NA,NA,NA,NA,NA,2
10,2022-11-22 15:55:10,NA,NA,NA,NA,NA,NA,NA,NA,2
11,2022-11-22 15:55:11,NA,NA,NA,NA,NA,NA,NA,NA,2
12,2022-11-22 15:55:12,NA,NA,NA,NA,NA,NA,NA,NA,2
13,2022-11-22 15:55:13,NA,NA,NA,NA,NA,NA,NA,NA,2
14,2022-11-22 15:55:14,NA,NA,NA,NA,NA,NA,NA,NA,2
15,2022-11-22 15:55:15,NA,NA,NA,NA,NA,NA,NA,NA,2
16,2022-11-22 15:55:16,NA,NA,NA,NA,NA,NA,NA,NA,2
17,2022-11-22 15:55:17,NA,NA,NA,NA,NA,NA,NA,NA,2
18,2022-11-22 15:55:18,NA,NA,NA,NA,NA,NA,NA,NA,2
19,2022-11-22 15:55:19,NA,NA,NA,NA,NA,NA,NA,NA,2
20,2022-11-22 15:55:20,NA,NA,NA,NA,NA,NA,NA,NA,2
21,2022-11-22 15:55:21,NA,NA,NA,NA,NA,NA,NA,NA,2
22,2022-11-22 15:55:22,NA,NA,NA,NA,NA,NA,NA,NA,2
23,2022-11-22 15:55:23,NA,NA,NA,NA,NA,NA,NA,NA,2
24,2022-11-22 15:55:24,NA,NA,NA,NA,NA,NA,NA,NA,2
25,2022-11-22 15:55:25,NA,NA,NA,NA,NA,NA,NA,NA,2
26,2022-11-22 15:55:26,NA,NA,NA,NA,NA,NA,NA,NA,2
27,2022-11-22 15:55:27,NA,NA,NA,NA,NA,NA,NA,NA,2
28,2022-11-22 15:55:28,NA,NA,NA,NA,NA,NA,NA,NA,2
29,2022-11-22 15:55:29,NA,NA,NA,NA,NA,NA,NA,NA,2
