,datetime_utc,meter,meter_percent_uncertainty,meter_sigma,whole_gas_kgh,fraction_methane,fraction_methane_sigma,methane_kgh,methane_kgh_sigma,data_qc
0,2022-11-07 16:34:50,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
1,2022-11-07 16:34:51,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
2,2022-11-07 16:34:52,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
3,2022-11-07 16:34:53,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
4,2022-11-07 16:34:54,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
5,2022-11-07 16:34:55,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
6,2022-11-07 16:34:56,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
7,2022-11-07 16:34:57,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
8,2022-11-07 16:34:58,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
9,2022-11-07 16:34:59,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
10,2022-11-07 16:35:00,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
11,2022-11-07 16:35:01,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
12,2022-11-07 16:35:02,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
13,2022-11-07 16:35:03,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
14,2022-11-07 16:35:04,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
15,2022-11-07 16:35:05,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
16,2022-11-07 16:35:06,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
17,2022-11-07 16:35:07,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
18,2022-11-07 16:35:08,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
19,2022-11-07 16:35:09,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
20,2022-11-07 16:35:10,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
21,2022-11-07 16:35:11,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
22,2022-11-07 16:35:12,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
23,2022-11-07 16:35:13,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
24,2022-11-07 16:35:14,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
25,2022-11-07 16:35:15,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
26,2022-11-07 16:35:16,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
27,2022-11-07 16:35:17,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
28,2022-11-07 16:35:18,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
29,2022-11-07 16:35:19,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
30,2022-11-07 16:35:20,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
31,2022-11-07 16:35:21,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
32,2022-11-07 16:35:22,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
33,2022-11-07 16:35:23,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
34,2022-11-07 16:35:24,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
35,2022-11-07 16:35:25,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
36,2022-11-07 16:35:26,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
37,2022-11-07 16:35:27,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
38,2022-11-07 16:35:28,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
39,2022-11-07 16:35:29,None,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1
