,release_rate,operator_report,operator_sigma
0,212.74445659400308,281.0,57.0
1,213.1619243758615,210.0,42.0
2,299.68079459172924,297.0,59.0
3,109.80261643012612,139.0,27.0
4,108.4872844121261,165.0,33.0
5,59.40451571461199,80.0,15.0
6,109.50604683078453,134.0,27.0
7,657.5580051520155,737.0,148.0
8,675.3874491877292,704.0,141.0
9,20.37298862137292,26.0,6.0
10,272.8712752798708,295.0,59.0
11,313.65847026401553,367.0,73.0
12,314.4956100053261,357.0,71.0
13,259.1402449545416,285.0,58.0
14,258.3277918884,257.0,51.0
15,947.9659019511876,864.0,173.0
19,1132.542195116124,1352.0,270.0
22,623.9644144037446,386.0,77.0
24,22.088915558479385,25.0,5.0
25,458.2006198453385,370.0,74.0
26,465.1304965002553,587.0,118.0
32,558.5251312191876,670.0,135.0
38,1105.629411611907,785.0,157.0
39,1142.000242782646,1014.0,203.0
40,89.94953384746616,108.0,21.0
43,2.883550529940093,6.0,2.0
44,313.2694362402553,350.0,70.0
45,317.4178842885323,359.0,72.0
47,831.9378581792031,798.0,160.0
48,850.9233836829322,678.0,136.0
50,9.138433129458646,17.0,3.0
51,382.8525388519845,550.0,110.0
53,75.83464920184062,82.0,16.0
55,232.7122656903876,235.0,47.0
56,1067.6627685800308,1163.0,232.0
57,1076.44524141323,1199.0,240.0
60,9.96943421624124,13.0,3.0
63,130.7077441240155,187.0,37.0
65,471.69007435625525,708.0,141.0
81,10.40176258170896,18.0,4.0
82,10.36513978182032,12.0,3.0
83,20.9444927078632,16.0,3.0
84,21.0126209837264,32.0,7.0
85,20.9872980018968,39.0,8.0
87,28.89577866810432,23.0,4.0
89,25.13765420929392,51.0,11.0
90,31.95442424838496,31.0,6.0
91,31.87801603589568,48.0,10.0
92,809.2956313920464,452.0,90.0
93,798.2736532805104,543.0,108.0
97,9.223398146878608,12.0,2.0
98,9.20488359552093,9.0,2.0
99,633.5600356798608,442.0,88.0
100,647.306485920696,491.0,99.0
105,11.99354178620752,9.0,2.0
106,22.17310778496464,35.0,7.0
107,22.08454322489968,25.0,5.0
109,32.81463710009968,25.0,5.0
111,18.10838412283824,22.0,4.0
112,18.0486895218504,19.0,4.0
113,29.42223542591536,43.0,8.0
114,29.42918662076288,29.0,6.0
116,35.0846352768464,38.0,8.0
117,34.96274232956288,45.0,9.0
120,61.1596243296696,50.0,11.0
121,61.31896368000928,43.0,8.0
123,50.09690545914432,58.0,11.0
124,39.59170956486032,52.0,11.0
125,39.64507891205568,60.0,12.0
126,39.62992465916288,43.0,8.0
127,35.91515455686032,49.0,10.0
129,22.05411390721392,21.0,4.0
131,83.41727751355823,84.0,17.0
132,83.47668659525104,92.0,18.0
134,61.80686493121392,67.0,14.0
135,45.8440493472696,57.0,12.0
136,45.96539324153504,49.0,10.0
138,50.3462918495768,33.0,7.0
139,50.43018934078608,72.0,15.0
140,50.69044727033504,62.0,12.0
141,50.51771067836752,74.0,15.0
142,50.44325713925568,61.0,12.0
143,50.33915397121856,26.0,5.0
145,90.53604557763248,111.0,22.0
146,90.70230317755824,80.0,17.0
147,56.76093594238144,77.0,15.0
148,56.85965825278144,56.0,11.0
149,78.30480155521856,87.0,18.0
150,78.3331334304232,74.0,15.0
151,118.7821567869216,125.0,25.0
153,97.7081830078144,126.0,25.0
154,97.4573690492752,111.0,22.0
155,97.4343082173216,114.0,22.0
156,97.5624605562432,162.0,33.0
158,13.24411955140176,29.0,5.0
161,21.7779330240696,18.0,3.0
162,21.90326314367072,33.0,7.0
164,20.20180224192928,27.0,5.0
165,18.85613699130896,21.0,4.0
166,18.79423513345392,20.0,5.0
167,18.76079693184928,20.0,3.0
172,15.94092975552,14.0,3.0
173,15.85285935546432,16.0,3.0
174,15.77823012089968,12.0,2.0
175,30.96011817794784,44.0,8.0
176,31.005657824663203,22.0,4.0
179,26.91220695365104,21.0,4.0
180,27.01188464826432,18.0,4.0
181,20.12145172796752,16.0,3.0
182,14.18526492481392,15.0,3.0
183,14.13585984575072,16.0,4.0
184,14.09509708227712,24.0,5.0
186,25.32534739204176,37.0,7.0
187,20.10657199685568,39.0,7.0
188,20.13885716159072,23.0,5.0
189,15.17123615616,19.0,4.0
190,15.159837521228958,11.0,2.0
191,15.14700032067712,29.0,6.0
192,15.15358912710496,17.0,3.0
193,28.6365749490968,17.0,4.0
194,28.75417419454608,27.0,5.0
