,release_rate,x_error,operator_report,operator_sigma
2,18.748945322472,0.12394478185222464,20.07188437,0.0
3,18.719446589196004,0.11547951474800734,19.357717620000003,2.387574279999999
4,18.739307291088,0.11965980305833904,22.506983545,3.027985304999998
5,113.41300844316,0.6825836416399444,130.80991265,2.706986449999988
6,113.2451659296,0.6541561789432271,426.674473,3.1868820000000255
7,112.91981141904,0.6698380853067447,96.414000805,22.218589795
11,12.910035192816,0.09225432623286822,13.25112651,0.87783488
12,12.934993039691998,0.0907204288852508,15.444180235,0.8491645450000025
15,3.4012686543540003,0.05530417357351801,3.2335642165,3.2335642165
17,29.681730997920003,0.18093637381820912,30.41209861,0.9386450199999992
18,29.726952550356,0.1805793664325298,33.235622795,5.764269845000001
19,29.718182963496,0.18472954931144206,33.497960955,0.5193482349999954
20,196.34020842912,1.1885375695340368,200.02871875,3.80341765
21,196.83425686944005,1.2014943836794592,156.29882895,3.1520333500000106
22,198.03634302168,1.1823504650150718,156.4459122,28.0585193
24,62.12136935088,0.38265726439354625,46.6253328,0.0721754399999952
32,439.9761326796,4.665168895758498,481.86731525,19.92992294999999
34,164.1414073386,1.0305837890884988,159.9484919,5.7429070999999965
35,163.32052859964,1.0718154365075712,168.73308845,5.3665109499999915
36,162.58025059428005,0.9996520729515059,184.26617075,2.039557450000018
37,43.004861978760005,0.272208205005954,34.12901223,3.6307459800000004
38,42.5773375242,0.2859866847166484,38.20282137,0.8509420899999967
40,8.878920052296003,0.06744506284552391,7.9117491675,1.0859263565
41,8.816193382788002,0.062829129687392,3.232579121,3.232579121
42,8.7800876598,0.07025413990299229,12.74189949,1.1199347799999995
46,18.21778081194001,0.11598834049937014,12.98697935,0.29382305999999936
47,18.163625065512,0.11898315685948628,41.42176176,3.8743876200000003
48,18.104831938848005,0.11483498825177565,12.55787085,0.31307711000000005
49,18.054552974184,0.1127321803344947,9.9582276725,1.4990880375
50,26.753177131968005,0.17730825556377525,20.179080305,2.0104618750000007
51,26.862635198640003,0.16308266103572475,19.585317335,0.7972784050000001
52,31.921625384664,0.2032305150850604,25.086287055,0.19941404500000104
54,5.35713911094,0.051882131615277716,6.286445571,1.7010382130000004
57,14.167440693624002,0.09691274562554461,11.329250455,0.011619744999999071
58,14.131499577768,0.08980136858754563,20.399804805,0.02834618500000019
59,14.153046083736,0.0964301255885152,16.326666395,0.2894478249999999
74,97.38299831819998,0.5887419788392801,121.17242515,3.3157202499999983
75,97.01410805928,0.6184461698469719,107.00274735,1.2028656499999926
99,467.3991427752,5.255302095805172,624.1978405499999,58.19058355000004
103,24.739985344512004,0.11023845349782552,28.589080215000003,2.3485005649999984
104,24.49122272388,0.11744388021109275,19.341895575,0.47842144500000217
105,24.365087475384,0.10748323088400738,24.52152446,1.8888201300000027
109,630.8964116304,10.07529792602533,846.57459565,29.309116050000057
110,634.3118853935999,10.462995501692832,794.12029885,17.46946885
111,636.0504231407999,8.450259721073907,786.6832339499999,7.183032750000052
119,8.528206409832,0.059397780761434975,4.959917148,0.21736688699999984
120,8.488963825512,0.05883769442758956,9.847505844,2.513627615999999
121,142.55296544040002,0.6381419266626647,169.2169719,2.3023741000000086
122,142.29691898544,0.6225109694188168,112.95608865,3.622210150000001
124,142.13504332512002,0.613356309248049,129.4143011,0.0
146,59.73354462408,0.2627669489970843,57.04011864,0.7534256699999986
147,59.63441146776001,0.25517155184737134,157.33749555,1.4583670499999926
148,59.32543315488,0.25999716651553734,66.40616662,0.4743297600000034
150,88.36545889944,0.37665012323041225,65.09720506,0.1390965900000083
151,88.211682726,0.39418887652295004,94.76891533,2.1265219999999943
152,73.802296296,0.31121927839177704,108.1917184,0.31400370000000066
153,73.98116947103999,0.32425344040222204,67.648259325,3.9320371350000016
154,73.92327525144,0.31463346704251266,75.57265118000001,0.23181794999999283
159,1041.956208132,54.801716096311864,1206.435883,14.763344999999845
161,1022.9258362824,46.328590987387415,1088.6591085,9.566197500000044
162,1019.7385170792,52.42870082605287,2186.6475840000003,2.6589789999998175
163,1021.9476236064,65.39266378745089,1567.436052,31.970974999999953
176,4.234657007016001,0.04743200700587888,6.450454629999999,0.27365565100000033
177,4.214550886416001,0.05714001305586831,2.9738558075,0.4455602774999998
178,4.212183782856,0.04309911960509937,3.149728932,0.3206310889999999
193,46.70472143663999,0.21784467014347245,48.16028476,1.207086419999996
194,46.73118736559999,0.22728272354139692,37.810243670000006,0.1296351199999961
197,12.190845711744,0.06777034906515512,7.8392823965,0.9233334924999994
198,12.131074920888,0.06586371775790974,9.380763391,0.9477472289999991
199,12.103411180488,0.06512484535597857,10.8507100575,2.0689913224999987
211,6.991682413920001,0.05500744832947126,5.509334696,0.1744109680000001
217,31.917077561616,0.1555200353685722,25.944037185,0.06779800500000022
218,32.087919696144,0.1413577794836272,48.852527815,0.6202707949999962
220,7.939464975479999,0.05500032061850105,6.6113403135,0.9687568064999992
221,7.888489542912,0.057136564020704446,5.223009521,0.8055387820000002
222,7.871400766368001,0.05557345434359429,7.794500719,2.1000727329999993
224,4.426820185175999,0.05004803868491334,3.394173465,3.394173465
227,23.548562232192,0.10359750020835079,24.793019845,0.40440308499999844
228,23.571195164544,0.10417642794548455,14.390536195,3.340102765000001
229,23.595117170159995,0.10512407285778107,22.34656359,2.0046194899999996
234,519.0459201360001,9.696047437523436,475.3436978,34.13507800000002
235,534.4195447752,8.215009406125152,579.11889795,11.093567649999954
236,538.1247748296001,8.798807366430424,513.03153645,2.528686250000078
237,538.1327602392,7.428657428097052,629.3645157000001,10.346041799999966
238,538.3717521408,8.997630811450355,474.8036352,7.190535800000021
239,536.3023902816001,7.960403545166032,608.9037129999999,3.7657089000000497
240,536.2550482104001,8.0137600905468,475.8708682,2.960132299999998
245,11.637730611936,0.0618000814109654,4.13359987,4.13359987
246,11.559382336032,0.06762840264425007,6.2556061645,1.5455026995
247,11.645248304688002,0.06847757951577782,7.571131327,0.1740489959999998
249,14.283467928336,0.07630992774117107,7.3864420885,1.4772884174999996
250,14.257595201232,0.06737656437464955,19.338956685,3.4668128750000022
251,22.254657795384,0.09622872054768022,14.89568436,0.6266792799999994
252,15.992642183664,0.08010141871900255,11.719267805,0.10280059499999972
253,15.963101872008002,0.07741520857320412,18.10736264,0.0
256,10.507156320768,0.05734577075045921,8.2022129055,0.407844840500001
257,10.492052488896,0.06348070574227499,7.07721934,0.37644783699999973
258,10.473868570464,0.06306790015336236,9.9551038675,0.6354321625000008
259,10.460835241224002,0.06386391749970419,8.731299221,0.0
271,25.379137528896003,0.122526015360927,30.047823995,2.978243594999995
275,6.122644606062,0.15682149182516691,7.2302981415,2.6576231005000013
281,18.92499038594775,0.08634046339402926,23.83493837,0.5801607699999991
291,9.664876428651,0.06327666613292421,8.899528038,3.010134482
292,9.667596169721252,0.06121833793223526,14.005806015,0.12285794500000158
293,17.668093695117747,0.08181255553818853,13.033662376,4.344554124
294,17.66155947443325,0.08169811668072964,16.15923497,0.14351007999999865
299,583.676389847025,9.823824899308622,676.69215755,12.281825249999997
300,595.6512330246751,8.970102009710184,661.5851535500001,14.717811249999954
302,487.17575736974993,4.155674968028551,635.2240451499999,75.3923001500001
303,492.9425207208,4.9250246004328195,430.07292225,5.432665850000035
309,9.7947968060655,0.22303133397079833,8.646445940500001,0.19601514749999893
316,17.600887011690002,0.10335002845171418,12.680266625,0.574838755
317,307.1760521012775,1.8639987336331532,239.96303855,8.35927135
320,13.285992145803752,0.06971651445480016,7.156491489,2.479972298
324,7.59348855932175,0.059366010447314335,4.442548257,1.1161081829999997
325,7.567531282126125,0.047522717648145994,8.09913515,0.8378415669999999
327,58.61948586745499,0.26300509281150697,63.068302905,2.1327445450000013
331,486.9625114242,6.065204477395558,580.62908725,9.47607615000004
333,51.592803891052505,0.24099930438490288,36.0447811,0.04825272000000069
336,49.24048444463249,0.22853853884387587,26.81291504,0.6967312399999983
343,9.411912000301502,0.1757050617839428,9.728113022,2.742499947999999
345,382.07857644045,3.5438500032910425,420.55065315,0.36489364999999907
346,381.4753298886,3.2782134420012716,423.37811985,6.567343449999953
348,113.67770742659248,0.5296487310504286,112.1239761,2.586991000000012
