,Team,Satellite,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Timestamp (hyperspectral technologies only),StartTime,EndTime,SurveyTime,Gas,FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindSpeedUpper,WindSpeedLower,WindSpeedUncertaintyType,WindDirection,NumberOfEmissionSourcesReported,Notes,Data source,QC,QC_lax,UnblindingStage,DateTime (UTC),end_release,start_release,gas_kgh_mean,gas_kgh_sigma,meter_sigma,ch4_fraction_km,ch4_fraction_km_sigma,ch4_kgh_mean,ch4_kgh_sigma
51,Kayrros,Sentinel-2,5,1,1,11/25/22 0:00,15:05.6,,,,Methane,0,,,,,,,,,,,Kayrros_2022_Full_Blind_Sentinel-2.xlsx,OK,OK,2,11/25/22 18:15,11/25/22 18:15,11/25/22 18:10,0,0,,,,,
52,Kayrros,Sentinel-2,6,1,1,11/28/22 0:00,25:01.9,,,,Methane,0,,,,,,,,,,,Kayrros_2022_Full_Blind_Sentinel-2.xlsx,OK,OK,2,11/28/22 18:25,11/28/22 18:25,11/28/22 18:20,5.2531668,0.027167823,0.006700468,0.9422685,0.000995117,4.949893601,0.026879685
53,Kayrros,WorldView 3,1,1,1,10/10/22 0:00,18:17:29,,,,Methane,135,229,41,standard deviation,1.52,2.19,0.85,standard deviation,75,,,Kayrros_2022_Full_Blind_WV3.xlsx,OK,OK,2,10/10/22 18:17,10/10/22 18:17,10/10/22 18:12,99.379836,0.143975763,0.126759995,0.936358125,0.001617428,93.0551169,0.241038879
54,Kayrros,WorldView 3,2,1,1,10/17/22 0:00,18:27:42,,,,Methane,0,,,,,,,,,,,Kayrros_2022_Full_Blind_WV3.xlsx,OK,OK,2,10/17/22 18:27,10/17/22 18:27,10/17/22 18:22,44.636064,4.155707429,0.056933755,0.9390905,0.001958542,41.91730366,3.903930544
55,Kayrros,WorldView 3,3,1,1,10/22/22 0:00,18:07:19,,,,Methane,0,,,,,,,,,,,Kayrros_2022_Full_Blind_WV3.xlsx,OK,OK,2,10/22/22 18:07,10/22/22 18:07,10/22/22 18:02,0,0,,,,,
56,Kayrros,WorldView 3,4,1,1,10/29/22 0:00,18:17:42,,,,Methane,0,,,,,,,,,,,Kayrros_2022_Full_Blind_WV3.xlsx,OK,OK,2,10/29/22 18:17,10/29/22 18:17,10/29/22 18:12,34.7440056,0.112604761,0.044316334,0.953323875,0.004610306,33.12229005,0.197399185
57,Kayrros,WorldView 3,5,1,1,11/5/22 0:00,18:27:44,,,,Methane,0,,,,,,,,,,,Kayrros_2022_Full_Blind_WV3.xlsx,OK,OK,2,11/5/22 18:27,11/5/22 18:27,11/5/22 18:22,0,0,,,,,
58,Kayrros,WorldView 3,6,1,1,11/10/22 0:00,18:08:43,,,,Methane,1737,3177,298,standard deviation,1.81,3.09,0.53,standard deviation,352,,,Kayrros_2022_Full_Blind_WV3.xlsx,OK,OK,2,11/10/22 18:08,11/10/22 18:08,11/10/22 18:03,1176.03468,19.07978327,1.500044235,0.953674,0.00166258,1121.553697,18.35647089
59,Kayrros,WorldView 3,7,1,1,11/17/22 0:00,18:19:04,,,,Methane,402,558,246,standard deviation,3.37,3.88,2.85,standard deviation,59,,,Kayrros_2022_Full_Blind_WV3.xlsx,OK,OK,2,11/17/22 18:19,11/17/22 18:19,11/17/22 18:14,632.87736,2.243803452,0.807241531,0.950938875,0.001265674,601.8276847,2.404923195
60,Kayrros,WorldView 3,8,1,1,11/22/22 0:00,17:58:39,,,,Methane,460,771,149,standard deviation,1.53,2.14,0.91,standard deviation,72,,,Kayrros_2022_Full_Blind_WV3.xlsx,OK,OK,2,11/22/22 17:58,11/22/22 17:58,11/22/22 17:53,459.69636,1.222333851,0.586347398,0.941120625,0.000927711,432.6297256,1.345257827
61,Kayrros,WorldView 3,9,1,1,11/24/22 0:00,18:28:59,,,,Methane,0,,,,,,,,,,Not among initially listed times ,Kayrros_2022_Full_Blind_WV3.xlsx,SE,OK,2,11/24/22 18:28,11/24/22 18:28,11/24/22 18:23,0,0,,,,,
62,Kayrros,WorldView 3,10,1,1,11/29/22 0:00,18:08:46,,,,Methane,1057,1425,689,standard deviation,2.65,2.73,2.57,standard deviation,241,,,Kayrros_2022_Full_Blind_WV3.xlsx,OK,OK,2,11/29/22 18:08,11/29/22 18:08,11/29/22 18:03,1393.6752,18.9045489,1.777646939,0.9422685,0.000995117,1313.21624,17.94541186
63,Kayrros,ZY1,1,1,1,9/27/22 0:00,18:24:39,,,,Methane,0,,,,,,,,,,Not among initially listed times ,Kayrros_2022_Full_Blind_ZY1.xlsx,SE,OK,2,9/27/22 18:24,9/27/22 18:24,9/27/22 18:19,0,0,,,,,
64,Kayrros,ZY1,2,1,1,10/20/22 0:00,18:30:42,,,,Methane,2183,3186,1180,standard deviation,2.96,3.62,2.3,standard deviation,84,,Release cancelled by Stanford due to system malfunction,Kayrros_2022_Full_Blind_ZY1.xlsx,SE,SE,2,10/20/22 18:30,10/20/22 18:30,10/20/22 18:25,0,0,,,,,
65,Kayrros,ZY1,3,1,1,10/23/22 0:00,18:27:06,,,,Methane,0,,,,,,,,,,Not among initially listed times ,Kayrros_2022_Full_Blind_ZY1.xlsx,SE,OK,2,10/23/22 18:27,10/23/22 18:27,10/23/22 18:22,0,0,,,,,
66,Kayrros,ZY1,4,1,1,10/26/22 0:00,18:23:36,,,,Methane,1499,2287,711,standard deviation,1.26,1.31,1.21,standard deviation,204,,,Kayrros_2022_Full_Blind_ZY1.xlsx,OK,OK,2,10/26/22 18:23,10/26/22 18:23,10/26/22 18:18,1083.25056,29.39166999,1.381697143,0.950644,0.001365767,1029.785645,28.01096958
67,LARS,EnMap,2,1,1,11/12/22 0:00,18:37:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,,,SE,SE,2,11/12/22 18:37,11/12/22 18:37,11/12/22 18:32,0,0,,,,,
68,LARS,EnMap,3,1,1,11/13/22 0:00,19:02:08,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,,,SE,SE,2,11/13/22 19:02,11/13/22 19:02,11/13/22 18:57,0,0,,,,,
69,LARS,EnMap,1,1,1,11/16/22 0:00,18:40:50,,,,Methane,1533.22,2133.75,932.69,600.53,4.19,6.29,2.1,2.1,239,,Uses timestamp from updated Stage 1 file submitted together with Stage 2 estimates,2022_EnMAP.xlsx,OK,OK,2,11/16/22 18:40,11/16/22 18:40,11/16/22 18:35,1148.88996,15.38034439,1.465420867,0.950938875,0.001265674,1092.524126,14.76378855
70,LARS,EnMap,4,1,1,11/20/22 0:00,18:44:37,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,,,SE,SE,2,11/20/22 18:44,11/20/22 18:44,11/20/22 18:39,0,0,,,,,
71,LARS,EnMap,5,1,1,11/24/22 0:00,18:48:24,,,,Methane,0,0,0,,,,,,,,LARS confirmed by email that this submission is a zero,,OK,OK,2,11/24/22 18:48,11/24/22 18:48,11/24/22 18:43,0,0,,,,,
72,LARS,GF5,,,,9/18/22 0:00,18:19:41,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Not in the original list of overpass dates,,SE,OK,2,9/18/22 18:19,9/18/22 18:19,9/18/22 18:14,0,0,,,,,
73,LARS,GF5,1,1,1,11/15/22 0:00,18:21:41,,,,Methane,1255.29,1574.1,936.49,318.81,1.31,1.97,0.66,0.66,182,,,2022_GF5B.xlsx,OK,OK,2,11/15/22 18:21,11/15/22 18:21,11/15/22 18:16,1110.408684,688.4871595,1.419635701,0.950938875,0.000945037,1055.930785,654.7114377
74,LARS,PRISMA,3,1,1,10/15/22 18:16,18:16:00,,,,Methane,0,0,0,0,,,,,,,Non-detect confirmed from unmasked plume submission,,OK,OK,2,10/15/22 18:16,10/15/22 18:16,10/15/22 18:11,0,0,,,,,
75,LARS,PRISMA,4,1,1,10/21/22 18:19,18:19:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Release cancelled by Stanford due to system malfunction,,SE,SE,2,10/21/22 18:19,10/21/22 18:19,10/21/22 18:14,0,0,,,,,
76,LARS,PRISMA,5,1,1,10/27/22 18:23,18:23:00,,,,Methane,0,0,0,0,,,,,,,Non-detect confirmed from unmasked plume submission,,OK,OK,2,10/27/22 18:23,10/27/22 18:23,10/27/22 18:18,565.8108,4.440251588,0.721697449,0.950644,0.001365767,537.8846422,4.345749842
77,LARS,PRISMA,6,1,1,11/1/22 18:09,18:09:00,,,,Methane,NT,NT,NT,NT,NT,NT,NT,NT,NT,,"PRISMA cancelled acquisition: ""11/01 - Request not plannable for bad weather forecast""",,NT,NT,2,11/1/22 18:09,11/1/22 18:09,11/1/22 18:04,756.82656,3.09072972,0.96534,0.95034125,0.002693054,719.2434991,3.690963068
78,LARS,PRISMA,7,1,1,11/2/22 18:26,18:26:00,,,,Methane,NT,NT,NT,NT,NT,NT,NT,NT,NT,,"PRISMA cancelled acquisition: ""11/02 - Request not geometrically feasible""",,NT,NT,2,11/2/22 18:26,11/2/22 18:26,11/2/22 18:21,,,,,,,
79,LARS,PRISMA,1,1,1,11/7/22 0:00,18:13:13,18:13:09,18:13:13,,Methane,658.58,866.11,451.05,207.53,1.82,2.72,0.91,0.91,8,,,2022_PRISMA.xlsx,OK,OK,2,11/7/22 18:13,11/7/22 18:13,11/7/22 18:08,435.34404,1.182856063,0.555285765,0.95034125,0.002693054,413.7253992,1.707820519
80,LARS,PRISMA,8,1,1,11/13/22 18:16,18:16:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,LARS and NJU were informed of no releases on weekends. LARS requested PRIMA cancelled releases on November 10.,,SE,SE,2,11/13/22 18:16,11/13/22 18:16,11/13/22 18:11,0,0,,,,,
81,LARS,PRISMA,9,1,1,11/19/22 18:19,18:19:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,LARS and NJU were informed of no releases on weekends. LARS requested PRIMA cancelled releases on November 10.,,SE,SE,2,11/19/22 18:19,11/19/22 18:19,11/19/22 18:14,0,0,,,,,
82,LARS,PRISMA,10,1,1,11/25/22 18:23,18:23:00,,,,Methane,0,0,0,0,,,,,,,Non-detect confirmed from unmasked plume submission,,OK,OK,2,11/25/22 18:23,11/25/22 18:23,11/25/22 18:18,0,0,,,,,
83,LARS,PRISMA,2,1,1,11/30/22 0:00,18:09:56,18:09:52,18:09:56,,Methane,452.19,594.74,309.64,142.55,1.3,1.95,0.65,0.65,335,,,2022_PRISMA.xlsx,OK,OK,2,11/30/22 18:09,11/30/22 18:09,11/30/22 18:04,1061.14056,57.5974608,1.353495612,0.9422685,0.000995117,999.8793238,54.2975248
84,LARS,ZY1,3,1,1,9/27/22 18:24,18:24:39,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Not among initially listed times ,,SE,SE,2,9/27/22 18:24,9/27/22 18:24,9/27/22 18:19,0,0,,,,,
85,LARS,ZY1,4,1,1,10/23/22 18:27,18:27:06,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Not among initially listed times ,,SE,SE,2,10/23/22 18:27,10/23/22 18:27,10/23/22 18:22,0,0,,,,,
86,LARS,ZY1,1,1,1,10/26/22 0:00,18:23:36,,,,Methane,1633.46,2041.96,1224.96,408.5,1.27,1.9,0.63,0.63,301,,,2022_ZY1F.xlsx,OK,OK,2,10/26/22 18:23,10/26/22 18:23,10/26/22 18:18,1083.25056,29.39166999,1.381697143,0.950644,0.001365767,1029.785645,28.01096958
87,LARS,ZY1,2,1,1,10/20/22 0:00,18:30:42,,,,Methane,1343.81,1778.55,909.07,434.74,2.2,3.31,1.1,1.1,239,,Release cancelled by Stanford due to system malfunction,2022_ZY1F.xlsx,SE,OK,2,10/20/22 18:30,10/20/22 18:30,10/20/22 18:25,0,0,,,,,
88,LARS,WorldView 3,1,1,1,10/10/22 0:00,18:18:00,,,,Methane,,,,k=1 (68%),1.700477938,,,,262.85176,,possible plume but finally discarded due to inconsistency of wind and potential effect of human-made paths on the surface (see PAN image),2022_Stanfordmethanerelease_UPV_WV3.xlsx,OE,OE,2,10/10/22 18:18,10/10/22 18:18,10/10/22 18:13,99.395892,0.143013049,0.126780474,0.936358125,0.001617428,93.07015107,0.240562679
89,LARS,WorldView 3,2,1,1,10/17/22 0:00,18:30:00,,,,Methane,,,,k=1 (68%),2.45165782,,,,251.60205,,,2022_Stanfordmethanerelease_UPV_WV3.xlsx,OK,OK,2,10/17/22 18:30,10/17/22 18:30,10/17/22 18:25,42.868608,1.958367079,0.054679347,0.9390905,0.001958542,40.25750252,1.841715408
90,LARS,WorldView 3,8,1,1,10/22/22 18:07,18:07:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Release cancelled by Stanford due to system malfunction,,SE,SE,2,10/22/22 18:07,10/22/22 18:07,10/22/22 18:02,0,0,,,,,
91,LARS,WorldView 3,3,1,1,10/29/22 0:00,18:21:00,,,,Methane,,,,k=1 (68%),2.043962193,,,,240.05489,,,2022_Stanfordmethanerelease_UPV_WV3.xlsx,OK,OK,2,10/29/22 18:21,10/29/22 18:21,10/29/22 18:16,34.5439296,0.103473375,0.044061135,0.953323875,0.004610306,32.93155282,0.191984603
92,LARS,WorldView 3,9,1,1,11/5/22 18:32,18:32:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Release cancelled by Stanford due to personnel shortage,,SE,SE,2,11/5/22 18:32,11/5/22 18:32,11/5/22 18:27,0,0,,,,,
93,LARS,WorldView 3,4,1,1,11/10/22 0:00,18:08:26,,,,Methane,762,914,610,k=1 (68%),2.058184045,,,,165.6261,,,2022_Stanfordmethanerelease_UPV_WV3.xlsx,OK,OK,2,11/10/22 18:08,11/10/22 18:08,11/10/22 18:03,1178.5788,17.77186518,1.503289286,0.953674,0.00166258,1123.979959,17.12158862
94,LARS,WorldView 3,5,1,1,11/17/22 0:00,18:18:46,,,,Methane,132,167,97,k=1 (68%),3.562544062,,,,253.39569,,,2022_Stanfordmethanerelease_UPV_WV3.xlsx,OK,OK,2,11/17/22 18:18,11/17/22 18:18,11/17/22 18:13,632.89824,2.270639636,0.807268163,0.950938875,0.001265674,601.8475403,2.427610199
95,LARS,WorldView 3,6,1,1,11/22/22 0:00,17:58:38,,,,Methane,,,,k=1 (68%),1.357606044,,,,252.5153,,the image is cloudy but we see some enhancement (see snapshot),2022_Stanfordmethanerelease_UPV_WV3.xlsx,OE,OE,2,11/22/22 17:58,11/22/22 17:58,11/22/22 17:53,459.68556,1.217278798,0.586333622,0.941120625,0.000927711,432.6195615,1.34118339
96,LARS,WorldView 3,10,1,1,11/24/22 18:28,18:28:59,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,"No release, not among initially supplied dates ",,SE,SE,2,11/24/22 18:28,11/24/22 18:28,11/24/22 18:23,0,0,,,,,
97,LARS,WorldView 3,7,1,1,11/29/22 0:00,18:14:00,,,,Methane,635,787,483,k=1 (68%),2.832232781,,,,45,,,2022_Stanfordmethanerelease_UPV_WV3.xlsx,OK,OK,2,11/29/22 18:14,11/29/22 18:14,11/29/22 18:09,1384.8102,18.94783801,1.766339541,0.9422685,0.000995117,1304.86303,17.98423465
98,MAXAR,EnMap,3,20221124T184824Z,1,11/12/22 0:00,18:37:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Processed only data that LARS provided,,SE,SE,2,11/12/22 18:37,11/12/22 18:37,11/12/22 18:32,0,0,,,,,
99,MAXAR,EnMap,4,20221124T184824Z,1,11/13/22 0:00,19:02:08,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Processed only data that LARS provided,,SE,SE,2,11/13/22 19:02,11/13/22 19:02,11/13/22 18:57,0,0,,,,,
100,MAXAR,EnMap,1,20221124T184824Z,1,11/16/22 0:00,18:40:00,,,,Methane,1842.423828,2398.055169,1286.792487,+/- 1 sigma,3.859445333,5.017278933,2.701611733,+/- 1 sigma,59,1,,2022_DataReportingTemplate_Satellites_v7_MAXAR_EnMAP_20230223.xlsx,OK,OK,2,11/16/22 18:40,11/16/22 18:40,11/16/22 18:35,1151.93976,16.32144525,1.469310918,0.950938875,0.001265674,1095.424299,15.65151666
101,MAXAR,EnMap,5,20221124T184824Z,1,11/20/22 0:00,18:44:37,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Processed only data that LARS provided,,SE,SE,2,11/20/22 18:44,11/20/22 18:44,11/20/22 18:39,0,0,,,,,
102,MAXAR,EnMap,2,20221124T184824Z,1,11/24/22 0:00,18:48:00,,,,Methane,0,216.4014507,0,+/- 1 sigma,5.275072,6.8575936,3.6925504,+/- 1 sigma,23,0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_EnMAP_20230223.xlsx,OK,OK,2,11/24/22 18:48,11/24/22 18:48,11/24/22 18:43,0,0,,,,,
103,MAXAR,LandSat,1,20221010,1,10/10/22 0:00,17:58:00,,,,Methane,0,3611.509769,0,+/- 1 sigma,3.948853333,5.133509333,2.764197333,+/- 1 sigma,119,0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,OK,2,10/10/22 17:58,10/10/22 17:58,10/10/22 17:53,0,0,0,0.936358125,0,0,0
104,MAXAR,LandSat,2,20221017,1,10/17/22 0:00,18:04:00,,,,Methane,0,5708.933115,0,+/- 1 sigma,5.133509333,6.673562133,3.593456533,+/- 1 sigma,40,0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,OK,2,10/17/22 18:04,10/17/22 18:04,10/17/22 17:59,0,0,0,0.9390905,0,0,0
105,MAXAR,LandSat,3,20221018,1,10/18/22 0:00,17:58:00,,,,Methane,0,5676.422643,0,+/- 1 sigma,6.653445333,8.649478933,4.657411733,+/- 1 sigma,70,0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,OK,2,10/18/22 17:58,10/18/22 17:58,10/18/22 17:53,0,0,0,0.9390905,0,0,0
106,MAXAR,LandSat,4,20221025,1,10/25/22 0:00,18:04:00,,,,Methane,0,0,0,+/- 1 sigma,0,0,0,+/- 1 sigma,0,0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,OK,2,10/25/22 18:04,10/25/22 18:04,10/25/22 17:59,1036.83744,27.30382656,1.322496735,0.950644,0.001365767,985.6632913,26.02520294
107,MAXAR,LandSat,5,20221026,1,10/26/22 0:00,17:58:00,,,,Methane,0,1975.935275,0,+/- 1 sigma,2.287354667,2.973561067,1.601148267,+/- 1 sigma,75,0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,OK,2,10/26/22 17:58,10/26/22 17:58,10/26/22 17:53,77.774124,0.106802032,0.099201689,0.950644,0.001365767,73.93550434,0.174599485
108,MAXAR,LandSat,6,20221102,1,11/2/22 0:00,18:04:00,,,,Methane,0,4898.263677,0,+/- 1 sigma,3.635925333,4.726702933,2.545147733,+/- 1 sigma,180,0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,OK,2,11/2/22 18:04,11/2/22 18:04,11/2/22 17:59,800.68776,13.79359218,1.021285408,0.95034125,0.002693054,760.9266067,13.3201923
109,MAXAR,LandSat,7,20221103,1,11/3/22 0:00,17:58:00,,,,Methane,0,6795.303351,0,+/- 1 sigma,4.574709333,5.947122133,3.202296533,+/- 1 sigma,228,0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,OK,2,11/3/22 17:58,11/3/22 17:58,11/3/22 17:53,1371.01236,20.59877416,1.748740255,0.95034125,0.002693054,1302.9296,19.99021781
110,MAXAR,LandSat,8,20221110,1,11/10/22 0:00,18:04:00,,,,Methane,0,918.3765163,0,+/- 1 sigma,1.050544,1.3657072,0.7353808,+/- 1 sigma,0,0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,OK,2,11/10/22 18:04,11/10/22 18:04,11/10/22 17:59,1223.05296,24.4337514,1.560016531,0.953674,0.00166258,1166.393809,23.43765443
111,MAXAR,LandSat,9,20221111,1,11/11/22 0:00,17:58:00,,,,Methane,0,3371.099046,0,+/- 1 sigma,4.02336,5.230368,2.816352,+/- 1 sigma,68,0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,OK,2,11/11/22 17:58,11/11/22 17:58,11/11/22 17:53,1454.19696,23.98497302,1.854843061,0.953894125,0.002032185,1387.149937,23.13694134
112,MAXAR,LandSat,10,20221118,1,11/18/22 0:00,18:04:00,,,,Methane,0,1188.928549,0,+/- 1 sigma,1.34112,1.743456,0.938784,+/- 1 sigma,345,0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,OK,2,11/18/22 18:04,11/18/22 18:04,11/18/22 17:59,1559.39424,22.31471657,1.989023265,0.946370625,0.005284178,1475.764902,22.74670042
113,MAXAR,LandSat,11,20221118,1,11/19/22 17:58,17:58:20,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Not among initially listed times ,,SE,SE,2,11/19/22 17:58,11/19/22 17:58,11/19/22 17:53,0,0,,,,,
114,MAXAR,LandSat,12,20221118,1,11/27/22 17:58,17:58:04,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Not among initially listed times ,,SE,SE,2,11/27/22 17:58,11/27/22 17:58,11/27/22 17:53,0,0,,,,,
115,MAXAR,PRISMA,1,2.0221E+13,1,10/15/22 0:00,11:16:00,,,,Methane,0,305,0,+/- 1 sigma,2.88,3.74,2.01,+/- 1 sigma,23,0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_PRISMA_20230223.xlsx,OK,OK,2,10/15/22 11:16,10/15/22 11:16,10/15/22 11:11,0,0,,,,,
116,MAXAR,PRISMA,2,1,1,10/21/22 18:19,18:19:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Release cancelled by Stanford due to system malfunction,,SE,SE,2,10/21/22 18:19,10/21/22 18:19,10/21/22 18:14,0,0,,,,,
117,MAXAR,PRISMA,3,1,1,10/27/22 18:23,18:23:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Imagery received after wind unblinded,,SE,SE,2,10/27/22 18:23,10/27/22 18:23,10/27/22 18:18,565.8108,4.440251588,0.721697449,0.950644,0.001365767,537.8846422,4.345749842
118,MAXAR,PRISMA,4,1,1,11/1/22 18:09,18:09:00,,,,Methane,NT,NT,NT,NT,NT,NT,NT,NT,NT,,"PRISMA cancelled acquisition: ""11/01 - Request not plannable for bad weather forecast""",,NT,NT,2,11/1/22 18:09,11/1/22 18:09,11/1/22 18:04,756.82656,3.09072972,0.96534,0.95034125,0.002693054,719.2434991,3.690963068
119,MAXAR,PRISMA,5,1,1,11/2/22 18:26,18:26:00,,,,Methane,NT,NT,NT,NT,NT,NT,NT,NT,NT,,"PRISMA cancelled acquisition: ""11/02 - Request not geometrically feasible""",,NT,NT,2,11/2/22 18:26,11/2/22 18:26,11/2/22 18:21,,,,,,,
120,MAXAR,PRISMA,6,1,1,11/7/22 0:00,18:13:13,18:13:09,18:13:13,,Methane,,,,,,,,,,,,,OK,OK,2,11/7/22 18:13,11/7/22 18:13,11/7/22 18:08,435.34404,1.182856063,0.555285765,0.95034125,0.002693054,413.7253992,1.707820519
121,MAXAR,PRISMA,7,1,1,11/13/22 18:16,18:16:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,LARS and NJU were informed of no releases on weekends. LARS requested PRISMA cancelled releases on November 10.,,SE,SE,2,11/13/22 18:16,11/13/22 18:16,11/13/22 18:11,0,0,,,,,
122,MAXAR,PRISMA,8,1,1,11/19/22 18:19,18:19:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,LARS and NJU were informed of no releases on weekends. LARS requested PRISMA cancelled releases on November 10.,,SE,SE,2,11/19/22 18:19,11/19/22 18:19,11/19/22 18:14,0,0,,,,,
123,MAXAR,PRISMA,9,1,1,11/25/22 18:23,18:23:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Imagery received after wind unblinded,,SE,SE,2,11/25/22 18:23,11/25/22 18:23,11/25/22 18:18,0,0,,,,,
124,MAXAR,PRISMA,10,1,1,11/30/22 0:00,18:09:56,18:09:52,18:09:56,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Imagery received after wind unblinded,,SE,SE,2,11/30/22 18:09,11/30/22 18:09,11/30/22 18:04,1061.14056,57.5974608,1.353495612,0.9422685,0.000995117,999.8793238,54.2975248
125,MAXAR,Sentinel-2,1,20221026,1,10/18/22 17:49,17:49:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Release cancelled by Stanford due to system malfunction,,SE,SE,2,10/18/22 17:49,10/18/22 17:49,10/18/22 17:44,0,0,0,0.9390905,0,0,0
126,MAXAR,Sentinel-2,1,20221026,1,10/26/22 0:00,18:15:00,,,,Methane,0,1526.619776,0,+/- 1 sigma,2.414016,3.1382208,1.6898112,+/- 1 sigma,95,0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Sentinel_20230207.xlsx,OK,OK,2,10/26/22 18:15,10/26/22 18:15,10/26/22 18:10,1100.9796,29.96025892,1.404310714,0.950644,0.001365767,1046.639651,28.55243289
127,MAXAR,Sentinel-2,2,20221105,1,11/5/22 0:00,18:14:00,,,,Methane,0,549.6308994,0,+/- 1 sigma,0.827024,1.0751312,0.5789168,+/- 1 sigma,104,0,Release cancelled by Stanford due to system malfunction,2022_DataReportingTemplate_Satellites_v7_MAXAR_Sentinel_20230207.xlsx,SE,OK,2,11/5/22 18:14,11/5/22 18:14,11/5/22 18:09,0,0,,,,,
128,MAXAR,Sentinel-2,3,20221108,1,11/8/22 0:00,18:25:00,,,,Methane,6615.8735,8919.8985,4311.8485,+/- 1 sigma,3.069674667,3.990577067,2.148772267,+/- 1 sigma,161,1,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Sentinel_20230207.xlsx,OK,OK,2,11/8/22 18:25,11/8/22 18:25,11/8/22 18:20,1248.09348,19.32989199,1.591955969,0.953370125,0.001319614,1189.895037,18.56413857
129,MAXAR,Sentinel-2,4,20221115,1,11/15/22 0:00,18:15:00,,,,Methane,0,347.1319186,0,+/- 1 sigma,0.536448,0.6973824,0.3755136,+/- 1 sigma,279,0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Sentinel_20230207.xlsx,OK,OK,2,11/15/22 18:15,11/15/22 18:15,11/15/22 18:10,1574.17392,22.99118322,2.007874898,0.950938875,0.001265674,1496.943177,22.03667968
