,datetime_utc,meter,meter_percent_uncertainty,meter_sigma,whole_gas_kgh,fraction_methane,fraction_methane_sigma,methane_kgh,methane_kgh_sigma,data_qc
0,2022-11-29 16:44:00,NA,NA,NA,NA,NA,NA,NA,NA,2
1,2022-11-29 16:44:01,NA,NA,NA,NA,NA,NA,NA,NA,2
2,2022-11-29 16:44:02,NA,NA,NA,NA,NA,NA,NA,NA,2
3,2022-11-29 16:44:03,NA,NA,NA,NA,NA,NA,NA,NA,2
4,2022-11-29 16:44:04,NA,NA,NA,NA,NA,NA,NA,NA,2
5,2022-11-29 16:44:05,NA,NA,NA,NA,NA,NA,NA,NA,2
6,2022-11-29 16:44:06,NA,NA,NA,NA,NA,NA,NA,NA,2
7,2022-11-29 16:44:07,NA,NA,NA,NA,NA,NA,NA,NA,2
8,2022-11-29 16:44:08,NA,NA,NA,NA,NA,NA,NA,NA,2
9,2022-11-29 16:44:09,NA,NA,NA,NA,NA,NA,NA,NA,2
10,2022-11-29 16:44:10,NA,NA,NA,NA,NA,NA,NA,NA,2
11,2022-11-29 16:44:11,NA,NA,NA,NA,NA,NA,NA,NA,2
12,2022-11-29 16:44:12,NA,NA,NA,NA,NA,NA,NA,NA,2
13,2022-11-29 16:44:13,NA,NA,NA,NA,NA,NA,NA,NA,2
14,2022-11-29 16:44:14,NA,NA,NA,NA,NA,NA,NA,NA,2
15,2022-11-29 16:44:15,NA,NA,NA,NA,NA,NA,NA,NA,2
16,2022-11-29 16:44:16,NA,NA,NA,NA,NA,NA,NA,NA,2
17,2022-11-29 16:44:17,NA,NA,NA,NA,NA,NA,NA,NA,2
18,2022-11-29 16:44:18,NA,NA,NA,NA,NA,NA,NA,NA,2
19,2022-11-29 16:44:19,NA,NA,NA,NA,NA,NA,NA,NA,2
20,2022-11-29 16:44:20,NA,NA,NA,NA,NA,NA,NA,NA,2
21,2022-11-29 16:44:21,NA,NA,NA,NA,NA,NA,NA,NA,2
22,2022-11-29 16:44:22,NA,NA,NA,NA,NA,NA,NA,NA,2
23,2022-11-29 16:44:23,NA,NA,NA,NA,NA,NA,NA,NA,2
24,2022-11-29 16:44:24,NA,NA,NA,NA,NA,NA,NA,NA,2
25,2022-11-29 16:44:25,NA,NA,NA,NA,NA,NA,NA,NA,2
26,2022-11-29 16:44:26,NA,NA,NA,NA,NA,NA,NA,NA,2
27,2022-11-29 16:44:27,NA,NA,NA,NA,NA,NA,NA,NA,2
28,2022-11-29 16:44:28,NA,NA,NA,NA,NA,NA,NA,NA,2
29,2022-11-29 16:44:29,NA,NA,NA,NA,NA,NA,NA,NA,2
